release_date,popularity,vote_count,genre,productions,imdb_rating,director,casts
2011,16.303,1586,action thriller crime drama,a.j.o.z.-films europacorp grive-productions cinécinéma canal+ tf1-films-production,6.4,olivier-megaton,zoe-saldana michael-vartan callum-blue
2009,16.298,2110,horror thriller,universal-pictures ghost-house-pictures buckaroo-entertainment curse-productions mandate-pictures,6.5,sam-raimi,alison-lohman justin-long ruth-livier
2007,16.298,347,adventure action,dune-entertainment phoenix-pictures major-studio-partners 20th-century-fox,5.4,marcus-nispel,karl-urban clancy-brown moon-bloodgood
2019,16.297,222,action comedy drama thriller,end-cue bleecker-street-films,6.7,riley-stearns,jesse-eisenberg alessandro-nivola imogen-poots
1980,16.293,1317,science-fiction action adventure,dovemead-films film-export-a.g. warner-bros.-pictures dc-entertainment dc-comics,6.8,unknown,gene-hackman christopher-reeve margot-kidder
2019,16.29,511,horror thriller,vinson-films xyz-films orion-pictures metro-goldwyn-mayer,5.8,nicholas-mccarthy,taylor-schilling jackson-robert-scott peter-mooney
2018,16.289,44,documentary family,silverback-films disneynature,6.8,unknown,cécile-de-france
2015,16.288,1044,action comedy family,columbia-pictures happy-madison-productions hey-eddie lstar-capital sony-pictures,4.4,andy-fickman,kevin-james raini-rodriguez eduardo-verástegui
2018,16.285999999999998,1366,comedy,universal-pictures studiocanal working-title-films perfect-world-pictures,6.2,david-kerr,rowan-atkinson ben-miller olga-kurylenko
2018,16.277,86,comedy,big-cat-productions summer-03-film,5.4,becca-gleason,joey-king paul-scheer andrea-savage
1973,16.277,943,action,orange-sky-golden-harvest concord-productions-inc. sequoia-productions warner-bros.-pictures,7.7,robert-clouse,bruce-lee john-saxon jim-kelly
2006,16.275,1055,drama,scena-group,5.6,tinto-brass,debora-caprioglio stéphane-ferrara martine-brochard
2018,16.272000000000002,562,drama,bron-studios first-look-media universal-pictures harrison-productions,7.2,debra-granik,thomasin-mckenzie ben-foster jeffery-rifflard
1987,16.267,670,action comedy science-fiction,amblin-entertainment the-guber-peters-company warner-bros.-pictures,6.8,joe-dante,dennis-quaid martin-short meg-ryan
2011,16.262999999999998,415,comedy drama romance,rogue-pictures imagine-entertainment relativity-media internationale-filmproduktion-blackbird-dritte,6.3,michael-dowse,topher-grace anna-faris dan-fogler
2003,16.262,789,comedy romance,mediastream-dritte-film-gmbh-&-co.-beteiligungs-kg robert-simonds-productions 20th-century-fox,5.5,shawn-levy,ashton-kutcher brittany-murphy christian-kane
2004,16.262,5721,drama,lakeshore-entertainment malpaso-productions epsilon-motion-pictures albert-s.-ruddy-productions warner-bros.-pictures,8.1,clint-eastwood,hilary-swank clint-eastwood morgan-freeman
2003,16.26,512,action comedy fantasy,metro-goldwyn-mayer lakeshore-entertainment,5.5,paul-hunter,yun-fat-chow seann-william-scott jaime-king
2015,16.259,3647,mystery horror drama,very-special-projects parts-and-labor rt-features rooks-nest-entertainment maiden-voyage-pictures pulse-films scythia-films code-red-productions mott-street-pictures,6.9,robert-eggers,anya-taylor-joy ralph-ineson kate-dickie
1989,16.253,340,comedy drama romance,rastar-films tristar-pictures,7.3,herbert-ross,shirley-maclaine olympia-dukakis sally-field
2006,16.253,984,comedy,failure-to-launch-productions paramount scott-rudin-productions,5.6,tom-dey,matthew-mcconaughey sarah-jessica-parker kathy-bates
2009,16.248,823,comedy romance,universal-pictures relativity-media waverly-films scott-rudin-productions dentsu,6.5,nancy-meyers,meryl-streep steve-martin alec-baldwin
2010,16.24,4789,comedy,screen-gems olive-bridge-entertainment,7.0,will-gluck,emma-stone amanda-bynes penn-badgley
2008,16.235,996,animation action science-fiction adventure,lucasfilm-ltd. lucasfilm-animation warner-bros.-pictures,5.9,dave-filoni,matt-lanter nika-futterman tom-kane
2008,16.234,297,animation comedy family fantasy,exodus-film-group exodus-productions,6.0,tony-leondis,john-cusack molly-shannon steve-buscemi
1993,16.232,562,adventure comedy drama family,touchwood-pacific-partners-1 walt-disney-pictures,6.9,duwayne-dunham,michael-j.-fox sally-field don-alder
2012,16.230999999999998,463,horror thriller,20th-century-fox-home-entertainment constantin-film summit-entertainment,4.1,declan-o'brien,doug-bradley camilla-arfwedson simon-ginty
1991,16.227999999999998,85,drama,scena-group,5.6,tinto-brass,debora-caprioglio stéphane-ferrara martine-brochard
2020,16.222,357,romance comedy,x-filme-creative-pool,6.4,oliver-kienle,lisa-vicari darcy-rose-byrnes dennis-mojen
2016,16.222,1471,action comedy,working-title-films columbia-pictures sony-pictures-releasing big-talk-productions blue-sky-films four-by-two-films lstar-capital village-roadshow-pictures sony-pictures,6.2,louis-leterrier,sacha-baron-cohen mark-strong rebel-wilson
2006,16.222,698,drama,spring-creek-productions warner-bros.-pictures,7.1,peter-weir,jeff-bridges isabella-rossellini rosie-perez
1996,16.221,459,drama,lionsgate blackfriars-bridge-films yari-film-group bob-yari-productions apolloproscreen-filmproduktion bull's-eye-entertainment dej-productions harris-company,7.7,paul-haggis,don-cheadle sandra-bullock thandie-newton
2012,16.215999999999998,1571,family animation adventure comedy,focus-features laika-entertainment,7.0,unknown,kodi-smit-mcphee anna-kendrick christopher-mintz-plasse
2010,16.215999999999998,1566,science-fiction comedy adventure,united-artists new-crime-productions metro-goldwyn-mayer,6.4,steve-pink,john-cusack rob-corddry craig-robinson
2019,16.214000000000002,111,comedy animation family,studiocanal aardman-animations,6.9,unknown,justin-fletcher john-sparkes amalia-vitale
2019,16.212,564,drama history war romance,fox-searchlight-pictures tsg-entertainment chernin-entertainment,6.8,dome-karukoski,nicholas-hoult lily-collins colm-meaney
2008,16.212,1663,action crime thriller,studiocanal dark-castle-entertainment toff-guy-films warner-bros.-pictures,7.3,guy-ritchie,gerard-butler tom-wilkinson idris-elba
2003,16.21,948,action thriller,baa-ram-ewe sahamongkolfilm,7.2,prachya-pinkaew,tony-jaa petchtai-wongkamlao pumwaree-yodkamol
2001,16.208,839,action science-fiction thriller,revolution-studios hard-eight-pictures columbia-pictures,5.9,james-wong,jet-li carla-gugino delroy-lindo
1975,16.205,1522,crime drama thriller,artists-entertainment-complex warner-bros.-pictures,8.0,sidney-lumet,al-pacino john-cazale penelope-allen
1998,16.2,1987,comedy drama,universal-pictures bungalow-78-productions blue-wolf farrell/minoff,6.8,tom-shadyac,robin-williams daniel-london monica-potter
2006,16.199,594,family animation,walt-disney-pictures c.o.r.e.-feature-animation contrafilm hoytyboy-pictures nigel-productions sir-zip-studios,5.3,steve-'spaz'-williams,kiefer-sutherland jim-belushi eddie-izzard
1998,16.198,3306,romance comedy,20th-century-fox,7.1,unknown,cameron-diaz matt-dillon ben-stiller
2011,16.195,52,drama romance,teamworx von-fiessbach-film,5.8,sergej-moya,saralisa-volm clemens-schick jan-gregor-kremp
2020,16.192999999999998,60,music romance tv-movie,disney-channel,6.1,paul-hoen,milo-manheim meg-donnelly trevor-tordjman
2011,16.192999999999998,292,drama thriller,screen-gems battleplan-productions,5.8,rod-lurie,james-marsden kate-bosworth alexander-skarsgård
2004,16.187,2154,comedy,mediastream-vierte-film-gmbh-&-co.-vermarktungs-kg 20th-century-fox red-hour,6.7,rawson-marshall-thurber,ben-stiller christine-taylor vince-vaughn
2013,16.185,2024,animation family,dreamworks-animation,6.4,david-soren,ryan-reynolds paul-giamatti maya-rudolph
1980,16.180999999999994,259,comedy,capital-film,7.7,unknown,adriano-celentano ornella-muti edith-peters
1998,16.180999999999994,853,drama romance comedy,20th-century-fox,7.0,andy-tennant,drew-barrymore anjelica-huston dougray-scott
2009,16.178,258,drama action thriller,remarkable-films michael-mailer-films,6.7,ben-ramsey,michael-jai-white julian-sands eamonn-walker
2016,16.177,2180,adventure family fantasy,walt-disney-pictures amblin-entertainment reliance-entertainment walden-media the-kennedy/marshall-company,6.4,steven-spielberg,mark-rylance ruby-barnhill penelope-wilton
2009,16.177,1878,comedy romance,touchstone-pictures jerry-bruckheimer-films,5.9,p.j.-hogan,isla-fisher hugh-dancy krysten-ritter
2019,16.171,973,crime drama thriller,casey-silver-productions universal-pictures mrc perpetual-motion-pictures,6.9,john-lee-hancock,kevin-costner woody-harrelson kathy-bates
2019,16.166,2393,comedy fantasy romance,new-line-cinema bron-studios broken-road-productions camp-sugar creative-wealth-media-finance,5.9,todd-strauss-schulson,rebel-wilson liam-hemsworth adam-devine
2019,16.165,265,drama,fox-2000-pictures 20th-century-fox,6.2,roxann-dawson,marcel-ruiz topher-grace sarah-constible
1999,16.165,2238,comedy science-fiction drama,1492-pictures laurence-mark-productions radiant-productions touchstone-pictures columbia-pictures,6.9,chris-columbus,robin-williams embeth-davidtz sam-neill
2010,16.164,1226,romance comedy,birnbaum-/-barber-productions universal-pictures spyglass-entertainment octagon-films benderspink,6.5,anand-tucker,amy-adams matthew-goode adam-scott
1987,16.163,670,action adventure science-fiction,cannon-group london-cannon-films golan-globus-productions warner-bros.-pictures dc-entertainment dc-comics,3.7,sidney-j.-furie,christopher-reeve gene-hackman margot-kidder
2011,16.159000000000002,3456,action science-fiction thriller western,universal-pictures reliance-entertainment relativity-media imagine-entertainment k/o-paper-products fairview-entertainment platinum-studios k/o-camera-toys dreamworks-pictures,6.0,jon-favreau,daniel-craig harrison-ford olivia-wilde
2008,16.159000000000002,1736,drama romance,the-weinstein-company filmstiftung-nordrhein-westfalen mirage-enterprises mitteldeutsche-medienförderung-(mdm) studio-babelsberg ffa deutscher-filmförderfonds medienboard-berlin-brandenburg,7.6,stephen-daldry,kate-winslet ralph-fiennes bruno-ganz
2010,16.155,1343,drama romance,touchstone-pictures summit-entertainment,6.2,jon-m.-chu,sharni-vinson rick-malambri adam-sevani
2000,16.152,330,action adventure fantasy science-fiction,new-line-cinema silver-pictures sweetpea-entertainment behaviour-worldwide mdp-worldwide stillking-films,3.6,courtney-solomon,justin-whalin jeremy-irons zoe-mclellan
2016,16.151,880,action thriller horror,orion-pictures blumhouse-productions the-safran-company bh-tilt troll-court-entertainment metro-goldwyn-mayer itaca-films,6.1,greg-mclean,john-gallagher-jr. tony-goldwyn adria-arjona
2003,16.151,1332,horror,yannix-technology-corporation new-line-cinema cecchi-gori-group-tiger-cinematografica avery-pix crystal-lake-entertainment wtc-productions sean-s.-cunningham-films,5.7,ronny-yu,robert-englund ken-kirzinger kelly-rowland
2001,16.15,581,action crime thriller,europacorp canal+ 20th-century-fox current-entertainment quality-growth-international-ltd. immortal-entertainment,6.6,chris-nahon,jet-li bridget-fonda tchéky-karyo
1992,16.143,215,action crime thriller,orange-sky-golden-harvest golden-way-films-ltd.,6.9,stanley-tong,jackie-chan michelle-yeoh maggie-cheung
2006,16.143,6105,drama,escape-artists relativity-media columbia-pictures overbrook-entertainment,8.0,gabriele-muccino,will-smith thandie-newton jaden-smith
2005,16.142,538,comedy crime,double-feature-films jersey-films nina-saxon-film-design metro-goldwyn-mayer,5.6,f.-gary-gray,john-travolta uma-thurman dwayne-johnson
2015,16.136,764,action crime drama,melbarken saban-films cowtown-cinema-ventures temple-hill-entertainment freerunning senator-film,5.6,daniel-benmayor,taylor-lautner marie-avgeropoulos adam-rayner
1989,16.135,659,science-fiction action adventure thriller,paramount,5.5,william-shatner,william-shatner leonard-nimoy deforest-kelley
2013,16.128,837,fantasy science-fiction animation action adventure,studio-4°c dc-comics warner-bros.-animation dc-entertainment,8.1,jay-oliva,justin-chambers c.-thomas-howell michael-b.-jordan
2004,16.125999999999998,495,action adventure drama thriller,optional-pictures davis-entertainment aldrich-group 20th-century-fox,6.1,john-moore,dennis-quaid miranda-otto giovanni-ribisi
2003,16.125,4072,drama action war history,warner-bros.-pictures radar-pictures bedford-falls-productions cruise-wagner-productions,7.7,edward-zwick,tom-cruise ken-watanabe billy-connolly
2010,16.123,956,crime horror thriller,contra-film,5.1,srdjan-spasojevic,srdjan-'zika'-todorovic sergej-trifunovic jelena-gavrilovic
1983,16.122,792,comedy adventure,warner-bros.-pictures,7.4,harold-ramis,chevy-chase beverly-d'angelo imogene-coca
2010,16.119,355,animation family fantasy,mattel-entertainment rainmaker-entertainment,6.2,adam-wood,kelly-sheridan kathleen-barr tabitha-st.-germain
1994,16.119,1355,adventure drama romance war western,bedford-falls-productions tristar-pictures pangaea,7.6,edward-zwick,brad-pitt anthony-hopkins aidan-quinn
1987,16.118,1745,comedy science-fiction,brooksfilms-ltd. metro-goldwyn-mayer,7.1,mel-brooks,mel-brooks john-candy rick-moranis
2010,16.116,2255,action science-fiction adventure thriller,davis-entertainment 20th-century-fox dune-entertainment troublemaker-studios,6.4,nimród-antal,adrien-brody laurence-fishburne topher-grace
1995,16.115,3798,action crime drama thriller,regency-enterprises forward-pass warner-bros.-pictures,8.2,michael-mann,al-pacino robert-de-niro val-kilmer
2020,16.11,1,horror,unknown,3.7,kelly-schwarze,chelsea-jurkiewicz austin-collazo brenda-daly
1970,16.104,594,drama history war,20th-century-fox,7.9,franklin-j.-schaffner,george-c.-scott karl-malden stephen-young
1982,16.104,762,thriller action comedy crime drama,paramount,6.9,walter-hill,nick-nolte eddie-murphy annette-o'toole
2011,16.102,2954,science-fiction thriller romance,universal-pictures mrc gambit-pictures,7.0,george-nolfi,matt-damon emily-blunt lisa-thoreson
2014,16.1,1910,action drama thriller,di-bonaventura-pictures etalon-film paramount mace-neufeld-productions buckaroo-entertainment skydance-media,6.2,kenneth-branagh,chris-pine kevin-costner keira-knightley
1967,16.097,735,crime drama,jalem-productions warner-bros.-pictures,8.1,stuart-rosenberg,paul-newman george-kennedy strother-martin
1996,16.09,835,action adventure thriller,davis-entertainment universal-pictures,5.9,rob-cohen,sylvester-stallone amy-brenneman viggo-mortensen
2018,16.089000000000002,763,mystery thriller,universal-pictures,7.3,edward-dmytryk,gregory-peck diane-baker walter-matthau
1992,16.082,844,horror comedy,wingnut-films new-zealand-film-commission avalon/nfu-studios trimark-pictures,7.5,peter-jackson,timothy-balme diana-peñalver elizabeth-moody
2003,16.081,2074,adventure action comedy,universal-pictures studiocanal,6.2,peter-howitt,rowan-atkinson john-malkovich natalie-imbruglia
2001,16.078,809,action drama thriller war,davis-entertainment 20th-century-fox,6.4,john-moore,gene-hackman owen-wilson gabriel-macht
2018,16.073,2635,adventure comedy animation,studio-babelsberg american-empirical-pictures indian-paintbrush scott-rudin-productions 20th-century-fox-animation,7.9,wes-anderson,bryan-cranston koyu-rankin edward-norton
